ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
774	Tamil	hair	muɖi	muɖi	m u ɖ i		hair-A
775	Kannada	hair	kūdalu	kūdalu	k uː d a l u		hair-B
776	Kannada	hair	ku:dalu	ku:dalu	k uː d a l u		hair-B
777	Tulu	hair	ku:dʒal	ku:dʒal	k uː dʒ a l		hair-B
778	Telugu	hair	veɳʈɾukalu	veɳʈɾukalu	v e ɳ ʈ ɾ u k a l u		hair-C
779	Badga	hair	oɾame	oɾame	o ɾ a m e	LOAN	hair-D
780	Malayalam	hair	rōmam	rōmam	r oː m a m	LOAN	hair-D
781	Kota	hair	manɖə mi:ɾə	manɖə mi:ɾə	m a n ɖ ə + m iː ɾ ə		hair-E
782	Tamil	hair	maiɾə	maiɾə	m a i ɾ ə		hair-E
783	Toda	hair	mi:ɾs	mi:ɾs	m iː ɾ s		hair-E
784	Kodava	hair	telami	telami	t e l a m i		hair-F
785	Malto	hair	ta:li	ta:li	t aː l i		hair-F
786	Yeruva	hair	tilami	tilami	t i l a m i		hair-F
787	Koya	hair	dʒuʈʈul	dʒuʈʈul	dʒ u ʈː u l		hair-G
788	Kurukh	hair	tʃuʈʈi	tʃuʈʈi	tʃ u ʈː i		hair-G
789	Telugu	hair	dʒuʈʈu	dʒuʈʈu	dʒ u ʈː u		hair-G
790	Gondi	hair	kel	kel	k e l		hair-H
791	Koya	hair	kelk	kelk	k e l k		hair-H
792	Brahui	hair	puʒʒƐ	puʒʒƐ	p u ʒ ʒ ɛ		hair-I
793	Betta_Kurumba	hair	ta:kəɾə	ta:kəɾə	t aː k ə ɾ ə		hair-J
794	Kolami	hair	ti:ɾu	ti:ɾu	t iː ɾ u		hair-K
795	Ollari_Gadba	hair	tʃendi	tʃendi	tʃ e n d i		hair-L
796	Ollari_Gadba	hair	taltʃenʈi	taltʃenʈi	t a l tʃ e n ʈ i		hair-L
797	Kuwi	hair	bana	bana	b a n a		hair-M
798	Badga	hand	kaj	kaj	k a j		hand-A
799	Betta_Kurumba	hand	ki:ja	ki:ja	k iː j a		hand-A
800	Gondi	hand	kaj	kaj	k a j		hand-A
801	Kannada	hand	kaj	kaj	k a j		hand-A
802	Kodava	hand	kaj	kaj	k a j		hand-A
803	Kolami	hand	keju	keju	k e j u		hand-A
804	Kota	hand	kaij	kaij	k a i j		hand-A
805	Koya	hand	kaj	kaj	k a j		hand-A
806	Kurukh	hand	kʰekkʰa	kʰekkʰa	kʰ e kʰː a		hand-A
807	Kuwi	hand	keju	keju	k e j u		hand-A
808	Malayalam	hand	kaj	kaj	k a j		hand-A
809	Ollari_Gadba	hand	ki:	ki:	k iː		hand-A
810	Parji	hand	key	key	k e y		hand-A
811	Tamil	hand	kaj	kaj	k a j		hand-A
812	Telugu	hand	tʃejji	tʃejji	tʃ e j j i		hand-A
813	Toda	hand	koi	koi	k o i		hand-A
814	Tulu	hand	kai	kai	k a i		hand-A
815	Yeruva	hand	kaj	kaj	k a j		hand-A
816	Brahui	hand	ɖu:	ɖu:	ɖ uː		hand-B
817	Malto	hand	ʈeʈu	ʈeʈu	ʈ e ʈ u		hand-C
818	Gondi	head	talla	talla	t a lː a		head-A
819	Kannada	head	tale	tale	t a l e		head-A
820	Kannada	head	tale	tale	t a l e		head-A
821	Kolami	head	tal	tal	t a l		head-A
822	Koya	head	talaka:j	talaka:j	t a l a k aː j		head-A
823	Kuwi	head	tɾajun	tɾajun	t ɾ a j u n		head-A
824	Malayalam	head	tala	tala	t a l a		head-A
825	Ollari_Gadba	head	ta:l	ta:l	t aː l		head-A
826	Parji	head	tel	tel	t e l		head-A
827	Tamil	head	talə	talə	t a l ə		head-A
828	Telugu	head	tala	tala	t a l a		head-A
829	Yeruva	head	tile	tile	t i l e		head-A
830	Badga	head	manɖe	manɖe	m a n ɖ e		head-B
831	Betta_Kurumba	head	maɳɖi	maɳɖi	m a ɳ ɖ i		head-B
832	Kodava	head	maɳɖe	maɳɖe	m a ɳ ɖ e		head-B
833	Kota	head	manɖə	manɖə	m a n ɖ ə		head-B
834	Toda	head	maʈʈə	maʈʈə	m a ʈː ə		head-B
835	Tulu	head	manɖa	manɖa	m a n ɖ a		head-B
836	Kurukh	head	kuk	kuk	k u k		head-C
837	Malto	head	kukudu	kukudu	k u k u d u		head-C
838	Malayalam	head	ʂiɾasə	ʂiɾasə	ʂ i ɾ a s ə	LOAN	head-D
839	Brahui	head	ka:ʈum	ka:ʈum	k aː ʈ u m		head-E
840	Badga	hear	ke:pə	ke:pə	k eː p ə		hear-A
841	Betta_Kurumba	hear	kə:ɭ	kə:ɭ	k əː ɭ		hear-A
842	Gondi	hear	kendʒ	kendʒ	k e n dʒ		hear-A
843	Kannada	hear	ke:ɭu	ke:ɭu	k eː ɭ u		hear-A
844	Kodava	hear	ke:ɭə	ke:ɭə	k eː ɭ ə		hear-A
845	Kota	hear	ke:lə	ke:lə	k eː l ə		hear-A
846	Malayalam	hear	kelkuga	kelkuga	k e l k u g a		hear-A
847	Tamil	hear	ke:ɭə	ke:ɭə	k eː ɭ ə		hear-A
848	Toda	hear	ke:l	ke:l	k eː l		hear-A
849	Tulu	hear	keɳaɾa	keɳaɾa	k e ɳ a ɾ a		hear-A
850	Yeruva	hear	ke:ɭu	ke:ɭu	k eː ɭ u		hear-A
851	Koya	hear	ke:dʒa	ke:dʒa	k eː dʒ a		hear-C
852	Brahui	hear	bining	bining	b i n i n g		hear-D
853	Kolami	hear	ʋinti	ʋinti	ʋ i n t i		hear-D
854	Kurukh	hear	menna	menna	m e nː a		hear-D
855	Malto	hear	me:na	me:na	m eː n a		hear-D
856	Malto	hear	me:npo	me:npo	m eː n p o		hear-D
857	Parji	hear	ven-	ven-	v e n		hear-D
858	Telugu	hear	ʋinu	ʋinu	ʋ i n u		hear-D
859	Kannada	heart	hrudaya	hrudaya	h r u d a y a	LOAN	heart-A
860	Kodava	heart	hrudaja	hrudaja	h r u d a j a	LOAN	heart-A
861	Malayalam	heart	hɾudajam	hɾudajam	h ɾ u d a j a m	LOAN	heart-A
862	Tamil	heart	idajam	idajam	i d a j a m	LOAN	heart-A
863	Telugu	heart	hɾudajamu	hɾudajamu	h ɾ u d a j a m u	LOAN	heart-A
864	Gondi	heart	guɳɖe	guɳɖe	g u ɳ ɖ e		heart-B
865	Kolami	heart	gunɖe	gunɖe	g u n ɖ e		heart-B
866	Koya	heart	guɳɖeka:ja	guɳɖeka:ja	g u ɳ ɖ e k aː j a		heart-B
867	Telugu	heart	guɳɖa	guɳɖa	g u ɳ ɖ a		heart-B
868	Kota	heart	nendʒu	nendʒu	n e n dʒ u		heart-C
869	Yeruva	heart	nendʒi	nendʒi	n e n dʒ i		heart-C
870	Toda	heart	manasə	manasə	m a n a s ə		heart-D
871	Betta_Kurumba	heart	jaddi	jaddi	j a d d i		heart-E
872	Malto	heart	hugli:	hugli:	h u g l iː		heart-F
873	Kolami	heart	pa:nam	pa:nam	p aː n a m	LOAN	heart-G
874	Brahui	heart	ust	ust	u s t		heart-H
875	Kurukh	heart	buka	buka	b u k a		heart-I
876	Ollari_Gadba	heart	dʒibe	dʒibe	dʒ i b e		heart-J
877	Badga	horn	kombə	kombə	k o m b ə		horn-A
878	Betta_Kurumba	horn	kombbə	kombbə	k o m bː ə		horn-A
879	Kannada	horn	kombu	kombu	k o m b u		horn-A
880	Kodava	horn	kombə	kombə	k o m b ə		horn-A
881	Kolami	horn	kommu	kommu	k o mː u		horn-A
882	Koya	horn	komm	komm	k o mː		horn-A
883	Malayalam	horn	kompə	kompə	k o m p ə		horn-A
884	Tamil	horn	kombə	kombə	k o m b ə		horn-A
885	Telugu	horn	kommu	kommu	k o mː u		horn-A
886	Tulu	horn	kombu	kombu	k o m b u		horn-A
887	Yeruva	horn	kombə	kombə	k o m b ə		horn-A
888	Toda	horn	ku:ɾ	ku:ɾ	k uː ɾ		horn-B
889	Brahui	horn	maɾgʰ	maɾgʰ	m a ɾ gʱ		horn-C
890	Kurukh	horn	maɾag	maɾag	m a ɾ a g		horn-C
891	Malto	horn	maɾgadu	maɾgadu	m a ɾ g a d u		horn-C
892	Koya	horn	ko:kku	ko:kku	k oː kː u		horn-D
893	Gondi	horn	koɾ	koɾ	k o ɾ		horn-E
894	Ollari_Gadba	horn	kaɾ gutʃul	kaɾ gutʃul	k a ɾ + g u tʃ u l		horn-E
895	Kannada	kill	kollu	kollu	k o lː u		kill-A
896	Kodava	kill	kollə	kollə	k o lː ə		kill-A
897	Malayalam	kill	kolluga	kolluga	k o lː u g a		kill-A
898	Tamil	kill	kollə	kollə	k o lː ə		kill-A
899	Yeruva	kill	kollə	kollə	k o lː ə		kill-A
900	Brahui	kill	kasfing	kasfing	k a s f i n g		kill-B
901	Telugu	kill	tʃampu	tʃampu	tʃ a m p u		kill-B
902	Toda	kill	keɖukisti	keɖukisti	k e ɖ u k i s t i		kill-C
903	Tulu	kill	keɾijaɾa	keɾijaɾa	k e ɾ i j a ɾ a		kill-C
904	Badga	kill	koppə	koppə	k o pː ə		kill-D
905	Gondi	kill	haʋka	haʋka	h a ʋ k a		kill-E
906	Koya	kill	aʋaka:	aʋaka:	a ʋ a k aː		kill-E
907	Betta_Kurumba	kill	kenga:ɭ	kenga:ɭ	k e n g aː ɭ		kill-F
908	Malto	kill	badʒpo	badʒpo	b a dʒ p o		kill-G
909	Kota	kill	ta:ʋiɾ	ta:ʋiɾ	t aː ʋ i ɾ		kill-H
910	Kolami	kill	alangʈa:n	alangʈa:n	a l a n g ʈ aː n		kill-I
911	Kurukh	kill	eɖabna	eɖabna	e ɖ a b n a		kill-J
912	Gondi	kill	kʰatamki	kʰatamki	kʰ a t a m k i	LOAN	kill-K
913	Kannada	knee	muṇakālo	muṇakālo	m u ɳ a k aː l o		knee-A
914	Kota	knee	mo:ga:l	mo:ga:l	m oː g aː l		knee-A
915	Koya	knee	mo:ka:l	mo:ka:l	m oː k aː l		knee-A
916	Kurukh	knee	muka	muka	m u k a		knee-A
917	Malayalam	knee	muḻaṅkāl	muḻaṅkāl	m u l̪ a ŋ k aː l		knee-A
918	Malto	knee	mu:ka	mu:ka	m uː k a		knee-A
919	Tamil	knee	muḻaṅkāl	muḻaṅkāl	m u l̪ a ŋ k aː l		knee-A
920	Telugu	knee	mo:ka:lu	mo:ka:lu	m oː k aː l u		knee-A
921	Yeruva	knee	mu:leka:lə	mu:leka:lə	m uː l e k aː l ə		knee-A
922	Kannada	knee	maɳɖi	maɳɖi	m a ɳ ɖ i		knee-B
923	Kodava	knee	maɳɖi	maɳɖi	m a ɳ ɖ i		knee-B
924	Kuwi	knee	mendaja	mendaja	m e n d a j a		knee-B
925	Badga	knee	muʈʈi	muʈʈi	m u ʈː i		knee-C
926	Kolami	knee	muɖsu	muɖsu	m u ɖ s u		knee-C
927	Malayalam	knee	muʈʈə	muʈʈə	m u ʈː ə		knee-C
928	Tamil	knee	muʈʈi	muʈʈi	m u ʈː i		knee-C
929	Tamil	knee	mu:ʈə	mu:ʈə	m uː ʈ ə		knee-C
930	Toda	knee	muʈʈi	muʈʈi	m u ʈː i		knee-C
931	Koya	knee	boʈmiɳɖa:	boʈmiɳɖa:	b o ʈ m i ɳ ɖ aː		knee-D
932	Tulu	knee	meɳaka:ləganʈu	meɳaka:ləganʈu	m e ɳ a k aː l ə g a n ʈ u		knee-E
933	Betta_Kurumba	knee	mannga:lə	mannga:lə	m a nː g aː l ə		knee-F
934	Gondi	knee	tongɾa	tongɾa	t o n g ɾ a		knee-G
935	Ollari_Gadba	knee	ʋangul	ʋangul	ʋ a n g u l		knee-H
936	Brahui	knee	go:ɖ	go:ɖ	g oː ɖ		knee-I
937	Badga	know	aɾaʋə	aɾaʋə	a ɾ a ʋ ə		know-A
938	Kannada	know	ari-	ari-	a r i		know-A
939	Kodava	know	aɾi	aɾi	a ɾ i		know-A
940	Malayalam	know	aɾajuga	aɾajuga	a ɾ a j u g a		know-A
941	Tamil	know	aṟi-	aṟi-	a r̪ i		know-A
942	Telugu	know	eṟāgu-	eṟāgu-	e r̪ aː g u		know-A
943	Toda	know	aɾspini	aɾspini	a ɾ s p i n i		know-A
944	Yeruva	know	aɾiʋo	aɾiʋo	a ɾ i ʋ o		know-A
945	Parji	know	pun-	pun-	p u n		know-B
946	Kurukh	know	akʰna	akʰna	a kʰ n a		know-C
947	Malto	know	ha:hpo	ha:hpo	h aː h p o		know-C
948	Kannada	know	telidiko	telidiko	t e l i d i k o		know-D
949	Koya	know	teluse:	teluse:	t e l u s eː		know-D
950	Telugu	know	telusuko	telusuko	t e l u s u k o		know-D
951	Telugu	know	telusukonu	telusukonu	t e l u s u k o n u		know-D
952	Brahui	know	tʃa:ing	tʃa:ing	tʃ aː i n g		know-E
953	Tamil	know	teɾijum	teɾijum	t e ɾ i j u m		know-E
954	Tamil	know	terindʒuko	terindʒuko	t e r i n dʒ u k o		know-E
955	Tulu	know	teɾijaɾa	teɾijaɾa	t e ɾ i j a ɾ a		know-E
956	Betta_Kurumba	know	gott(ə) uɳɖi	gott uɳɖi	g o tː + u ɳ ɖ i		know-F
957	Betta_Kurumba	know	gotta:g	gotta:g	g o tː aː g		know-F
958	Kota	know	asu:bej	asu:bej	a s uː b e j		know-G
959	Malto	know	baɖeminpo	baɖeminpo	b a ɖ e m i n p o		know-H
960	Malto	know	sika:ɾpo	sika:ɾpo	s i k aː ɾ p o		know-I
961	Kolami	know	uɾtanɖa:t	uɾtanɖa:t	u ɾ t a n ɖ aː t		know-J
962	Ollari_Gadba	know	sun	sun	s u n		know-K
963	Gondi	know	jeɾpaʈ	jeɾpaʈ	j e ɾ p a ʈ		know-L
964	Badga	leaf	elə	elə	e l ə		leaf-A
965	Betta_Kurumba	leaf	jali	jali	j a l i		leaf-A
966	Kannada	leaf	jele	jele	j e l e		leaf-A
967	Kodava	leaf	elakaɳɖa	elakaɳɖa	e l a k a ɳ ɖ a		leaf-A
968	Kota	leaf	e:lu	e:lu	eː l u		leaf-A
969	Malayalam	leaf	ila	ila	i l a		leaf-A
970	Tamil	leaf	ele	ele	e l e		leaf-A
971	Toda	leaf	eɾs	eɾs	e ɾ s		leaf-A
972	Tulu	leaf	iɾa	iɾa	i ɾ a		leaf-A
973	Yeruva	leaf	ele	ele	e l e		leaf-A
974	Gondi	leaf	a:ki	a:ki	aː k i		leaf-B
975	Kolami	leaf	a:k	a:k	aː k		leaf-B
976	Koya	leaf	a:ki:	a:ki:	aː k iː		leaf-B
977	Telugu	leaf	a:ku	a:ku	aː k u		leaf-B
978	Parji	leaf	ev	ev	e v		leaf-C
979	Kurukh	leaf	atkʰa	atkʰa	a t kʰ a		leaf-D
980	Ollari_Gadba	leaf	ʈunɖe	ʈunɖe	ʈ u n ɖ e		leaf-E
981	Malto	leaf	ha:tʰa	ha:tʰa	h aː tʰ a		leaf-F
982	Brahui	leaf	pann	pann	p a nː		leaf-G
983	Kuwi	leaf	patɾa	patɾa	p a t ɾ a	LOAN	leaf-H
984	Malayalam	lie	kiɖakkuga	kiɖakkuga	k i ɖ a kː u g a		lie-A
985	Malto	lie	ko:ɖpo	ko:ɖpo	k oː ɖ p o		lie-A
986	Tamil	lie	keɖə	keɖə	k e ɖ ə		lie-A
987	Kannada	lie	malagu	malagu	m a l a g u		lie-B
988	Gondi	lie	miɳɖsi	miɳɖsi	m i ɳ ɖ s i		lie-C
989	Kolami	lie	laba:ɖ muɖsati	laba:ɖ muɖsati	l a b aː ɖ + m u ɖ s a t i		lie-C
990	Parji	lie	maḍ-	maḍ-	m a ɖ		lie-C
991	Koya	lie	undʒa	undʒa	u n dʒ a		lie-D
992	Badga	lie	haɖaʋə	haɖaʋə	h a ɖ a ʋ ə		lie-E
993	Toda	lie	poaʈtʃi:	poaʈtʃi:	p o a ʈ tʃ iː		lie-F
994	Telugu	lie	paɖukonu	paɖukonu	p a ɖ u k o n u		lie-G
995	Toda	lie	pokkum	pokkum	p o kː u m	EXCLUDE	lie-H
996	Betta_Kurumba	lie	ba:ɖ	ba:ɖ	b aː ɖ		lie-I
997	Betta_Kurumba	lie	ba:ʈɳu i:ɾ	ba:ʈɳu i:ɾ	b aː ʈ ɳ u + iː ɾ		lie-I
998	Kodava	lie	budda	budda	b u d d a		lie-I
999	Tamil	lie	paɖə	paɖə	p a ɖ ə		lie-I
1000	Tulu	lie	buɾo:naɾa	buɾo:naɾa	b u ɾ oː n a ɾ a		lie-I
1001	Yeruva	lie	bi:ndo	bi:ndo	b iː n d o		lie-I
1002	Brahui	lie	dɾogʰ taɖing	dɾogʰ taɖing	d ɾ o gʱ + t a ɖ i n g		lie-J
1003	Kurukh	lie	paiha	paiha	p a i h a		lie-K
1004	Kurukh	lie	fasija:r	fasija:r	f a s i j aː r		lie-L
1005	Gondi	lie	dolsi	dolsi	d o l s i		lie-M
1006	Kannada	liver	hīri	hīri	h iː r i		liver-A
1007	Kota	liver	i:ru	i:ru	iː r u		liver-A
1008	Malayalam	liver	īral	īral	iː r a l		liver-A
1009	Tamil	liver	i:ɾaɭ	i:ɾaɭ	iː ɾ a ɭ		liver-A
1010	Kolami	liver	kaleja	kaleja	k a l e j a		liver-B
1011	Koya	liver	ka:dʒam	ka:dʒam	k aː dʒ a m		liver-B
1012	Telugu	liver	ka:lejamu	ka:lejamu	k aː l e j a m u		liver-B
1013	Gondi	liver	taɾki	taɾki	t a ɾ k i		liver-C
1014	Ollari_Gadba	liver	taɖing	taɖing	t a ɖ i n g		liver-C
1015	Parji	liver	taruṅg	taruṅg	t a r u ŋ g		liver-C
1016	Malayalam	liver	kaɾaɭə	kaɾaɭə	k a ɾ a ɭ ə		liver-D
1017	Toda	liver	kuɖa:l	kuɖa:l	k u ɖ aː l		liver-D
1018	Kodava	liver	tombe	tombe	t o m b e		liver-E
1019	Yeruva	liver	tombe	tombe	t o m b e		liver-E
1020	Kannada	liver	medadʒi:ɾika	medadʒi:ɾika	m e d a dʒ iː ɾ i k a		liver-F
1021	Betta_Kurumba	liver	tədlə	tədlə	t ə d l ə		liver-G
1022	Brahui	liver	dʒagaɾ	dʒagaɾ	dʒ a g a ɾ		liver-H
1023	Malto	liver	tʃedɾo	tʃedɾo	tʃ e d ɾ o		liver-I
1024	Kurukh	liver	umbalkʰo	umbalkʰo	u m b a l kʰ o		liver-J
1025	Kota	long	ni:tam	ni:tam	n iː t a m		long-A
1026	Malayalam	long	ni:nɖa	ni:nɖa	n iː n ɖ a		long-A
1027	Malayalam	long	ni:lamuɭɭa	ni:lamuɭɭa	n iː l a m u ɭː a		long-A
1028	Tamil	long	nīṇṭa	nīṇṭa	n iː ɳ ʈ a		long-A
1029	Tamil	long	ni:ɭam	ni:ɭam	n iː ɭ a m		long-A
1030	Tamil	long	ni:ɭama:na	ni:ɭama:na	n iː ɭ a m aː n a		long-A
1031	Yeruva	long	ni:ʈa	ni:ʈa	n iː ʈ a		long-A
1032	Badga	long	utta	utta	u tː a		long-B
1033	Betta_Kurumba	long	uddu	uddu	u d d u		long-B
1034	Kannada	long	udda	udda	u d d a		long-B
1035	Kodava	long	uddə	uddə	u d d ə		long-B
1036	Tulu	long	uda	uda	u d a		long-B
1037	Kolami	long	poɖa:m	poɖa:m	p o ɖ aː m		long-C
1038	Koya	long	poɖaʋuʈa:du	poɖaʋuʈa:du	p o ɖ a ʋ u ʈ aː d u		long-C
1039	Telugu	long	poɖaʋu	poɖaʋu	p o ɖ a ʋ u		long-C
1040	Toda	long	neɾti	neɾti	n e ɾ t i		long-D
1041	Brahui	long	muɾgun	muɾgun	m u ɾ g u n		long-E
1042	Kurukh	long	diga:h	diga:h	d i g aː h		long-F
1043	Malto	long	digaɖo	digaɖo	d i g a ɖ o		long-F
1044	Gondi	long	la:m	la:m	l aː m		long-G
1045	Betta_Kurumba	louse	pja:nu	pja:nu	p j aː n u		louse-A
1046	Kannada	louse	he:nu	he:nu	h eː n u		louse-A
1047	Kodava	louse	pe:nə	pe:nə	p eː n ə		louse-A
1048	Kolami	louse	pa:nu	pa:nu	p aː n u		louse-A
1049	Kurukh	louse	pe:n	pe:n	p eː n		louse-A
1050	Malayalam	louse	pe:n	pe:n	p eː n		louse-A
1051	Parji	louse	pēni	pēni	p eː n i		louse-A
1052	Tamil	louse	pe:nə	pe:nə	p eː n ə		louse-A
1053	Telugu	louse	pe:nu	pe:nu	p eː n u		louse-A
1054	Tulu	louse	pe:n	pe:n	p eː n		louse-A
1055	Yeruva	louse	pe:nə	pe:nə	p eː n ə		louse-A
1056	Toda	louse	iɾs	iɾs	i ɾ s		louse-B
1057	Gondi	louse	poɾki	poɾki	p o ɾ k i		louse-C
1058	Koya	louse	poɾiki	poɾiki	p o ɾ i k i		louse-C
1059	Badga	louse	ili	ili	i l i		louse-D
1060	Badga	louse	kili	kili	k i l i		louse-D
1061	Brahui	louse	bo:dʰ	bo:dʰ	b oː dʱ		louse-E
1062	Kota	louse	paiji	paiji	p a i j i		louse-F
1063	Kodava	man	a:naaɭə	a:naaɭə	aː n a a ɭ ə		man-A
1064	Malayalam	man	a:ɳə	a:ɳə	aː ɳ ə		man-A
1065	Tamil	man	a:ɳə	a:ɳə	aː ɳ ə		man-A
1066	Tamil	man	a:ɳ	a:ɳ	aː ɳ		man-A
1067	Kannada	man	puruṣa	puruṣa	p u r u ʂ a	LOAN	man-B
1068	Malayalam	man	puɾuʂan	puɾuʂan	p u ɾ u ʂ a n	LOAN	man-B
1069	Telugu	man	puɾuʂuɖu	puɾuʂuɖu	p u ɾ u ʂ u ɖ u	LOAN	man-B
1070	Betta_Kurumba	man	gəɳɖaɭə	gəɳɖaɭə	g ə ɳ ɖ a ɭ ə		man-C
1071	Kannada	man	ganɖasu	ganɖasu	g a n ɖ a s u		man-C
1072	Kota	man	ganmagu	ganmagu	g a n m a g u		man-C
1073	Koya	man	magaʋa:ɳɖ	magaʋa:ɳɖ	m a g a ʋ aː ɳ ɖ		man-D
1074	Telugu	man	magaʋa:ɖu	magaʋa:ɖu	m a g a ʋ aː ɖ u		man-D
1075	Koya	man	pe:ka:l	pe:ka:l	p eː k aː l		man-E
1076	Badga	man	kanɖumuga	kanɖumuga	k a n ɖ u m u g a		man-F
1077	Yeruva	man	panija	panija	p a n i j a		man-G
1078	Kuwi	man	kakasi	kakasi	k a k a s i		man-H
1079	Tamil	man	a:mbɭe	a:mbɭe	aː m b ɭ e		man-I
1080	Toda	man	a:lom	a:lom	aː l o m		man-J
1081	Tulu	man	a:ndʒʋu	a:ndʒʋu	aː n dʒ ʋ u		man-K
1082	Brahui	man	naɾeenə	naɾeenə	n a ɾ e e n ə		man-L
1083	Malto	man	muɖsa:	muɖsa:	m u ɖ s aː		man-M
1084	Kurukh	man	me:t	me:t	m eː t		man-N
1085	Kolami	man	maniʂa:n	maniʂa:n	m a n i ʂ aː n		man-O
1086	Gondi	man	mankal	mankal	m a n k a l		man-P
1087	Kuwi	man	ɖola	ɖola	ɖ o l a		man-Q
1088	Kuwi	man	kodomi	kodomi	k o d o m i		man-R
1089	Kannada	many	halaʋu	halaʋu	h a l a ʋ u		many-A
1090	Malayalam	many	pala	pala	p a l a		many-A
1091	Tamil	many	palə	palə	p a l ə		many-A
1092	Telugu	many	nānā	nānā	n aː n aː		many-B
1093	Kodava	many	dumba	dumba	d u m b a		many-C
1094	Yeruva	many	tumba	tumba	t u m b a		many-C
1095	Koya	many	tʃa:la	tʃa:la	tʃ aː l a		many-D
1096	Telugu	many	tʃa:la	tʃa:la	tʃ aː l a		many-D
1097	Koya	many	betʃtʃo:ko	betʃtʃo:ko	b e tʃː oː k o		many-E
1098	Badga	many	appaɾa	appaɾa	a pː a ɾ a		many-F
1099	Malayalam	many	ottiɾi	ottiɾi	o tː i ɾ i		many-G
1100	Tamil	many	neɾija	neɾija	n e ɾ i j a		many-H
1101	Toda	many	uppu:m	uppu:m	u pː uː m		many-I
1102	Tulu	many	ba:ɾi	ba:ɾi	b aː ɾ i		many-J
1103	Betta_Kurumba	many	kajɾijə	kajɾijə	k a j ɾ i j ə		many-K
1104	Kolami	many	peɾe	peɾe	p e ɾ e		many-L
1105	Brahui	many	ba:z	ba:z	b aː z		many-M
1106	Malto	many	di:kehi	di:kehi	d iː k e h i		many-N
1107	Malto	many	ga:ɖehi	ga:ɖehi	g aː ɖ e h i		many-O
1108	Kurukh	many	bagge	bagge	b a gː e		many-P
1109	Gondi	many	dʒa:sta	dʒa:sta	dʒ aː s t a		many-Q
1110	Gondi	many	ʋellen	ʋellen	ʋ e lː e n		many-R
1111	Kota	many	i:dʒo:ɖ	i:dʒo:ɖ	iː dʒ oː ɖ		many-S
1112	Kodava	meat	eɾatʃi	eɾatʃi	e ɾ a tʃ i		meat-A
1113	Malayalam	meat	iɾatʃi	iɾatʃi	i ɾ a tʃ i		meat-A
1114	Tamil	meat	iṟaicci	iṟaicci	i r̪ a i c c i		meat-A
1115	Yeruva	meat	iɾatʃi	iɾatʃi	i ɾ a tʃ i		meat-A
1116	Kannada	meat	bāḍu	bāḍu	b aː ɖ u		meat-B
1117	Kannada	meat	ma:msa	ma:msa	m aː m s a	LOAN	meat-C
1118	Malayalam	meat	ma:msam	ma:msam	m aː m s a m	LOAN	meat-C
1119	Telugu	meat	ma:msamu	ma:msamu	m aː m s a m u	LOAN	meat-C
1120	Tulu	meat	ma:sa	ma:sa	m aː s a	LOAN	meat-C
1121	Tamil	meat	kaɾi	kaɾi	k a ɾ i		meat-D
1122	Kota	meat	podu	podu	p o d u		meat-E
1123	Toda	meat	pi:t	pi:t	p iː t		meat-E
1124	Badga	meat	pa:ɖə	pa:ɖə	p aː ɖ ə		meat-F
1125	Badga	meat	pa:gə	pa:gə	p aː g ə		meat-F
1126	Koya	meat	angi:	angi:	a n g iː		meat-G
1127	Betta_Kurumba	meat	/əɾsi/[wəɾsi]	əɾsi	ə ɾ s i		meat-H
1128	Brahui	meat	su:	su:	s uː		meat-I
1129	Gondi	meat	haʋʋi	haʋʋi	h a ʋː i		meat-I
1130	Kolami	meat	muɾija	muɾija	m u ɾ i j a		meat-J
1131	Malto	meat	ma:kɖu	ma:kɖu	m aː k ɖ u		meat-K
1132	Kurukh	meat	ahɖa:	ahɖa:	a h ɖ aː		meat-L
1133	Kota	meat	keteɾi	keteɾi	k e t e ɾ i		meat-M
1134	Badga	moon	tinguʋa	tinguʋa	t i n g u ʋ a	LOAN	moon-A
1135	Kannada	moon	candra	candra	c a n d r a	LOAN	moon-A
1136	Kannada	moon	tʃendɾa	tʃendɾa	tʃ e n d ɾ a	LOAN	moon-A
1137	Kodava	moon	tʃendɾa	tʃendɾa	tʃ e n d ɾ a	LOAN	moon-A
1138	Koya	moon	sanɖama:ma	sanɖama:ma	s a n ɖ a m aː m a	LOAN	moon-A
1139	Kurukh	moon	tʃando	tʃando	tʃ a n d o	LOAN	moon-A
1140	Malayalam	moon	tʃendɾan	tʃendɾan	tʃ e n d ɾ a n	LOAN	moon-A
1141	Tamil	moon	cantiraṉ	cantiraṉ	c a n t i r a n̪	LOAN	moon-A
1142	Telugu	moon	tʃendɾuɖu	tʃendɾuɖu	tʃ e n d ɾ u ɖ u	LOAN	moon-A
1143	Tulu	moon	tʃendɾe	tʃendɾe	tʃ e n d ɾ e	LOAN	moon-A
1144	Kolami	moon	nela	nela	n e l a		moon-B
1145	Kota	moon	nelavə	nelavə	n e l a v ə		moon-B
1146	Koya	moon	nella	nella	n e lː a		moon-B
1147	Kuwi	moon	lendʒu	lendʒu	l e n dʒ u		moon-B
1148	Ollari_Gadba	moon	neling	neling	n e l i n g		moon-B
1149	Parji	moon	neliñ	neliñ	n e l i ɲ		moon-B
1150	Tamil	moon	nila	nila	n i l a		moon-B
1151	Toda	moon	nila	nila	n i l a		moon-B
